Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter
-1.2340633239974543,-0.17693461187033044,0.7215229153491185,-0.4127287452739033,0.9340108824795104,0.14973067056915987,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,1.7281053564140394,-0.5780093450539805,-0.5771305772984184
-1.378589732770565,0.7423264064858641,0.9675373261408428,-0.701266940353827,0.9340108824795104,1.0377977830032845,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,1.7373395246333434,-0.5786684222049298,-0.5780093450539805,-0.5771305772984184
0.7893063988260928,-0.7702758146275106,0.3278998580823599,2.4726532055253325,-0.613961647197771,-0.4856966598793948,-0.6191845579618132,-0.1358036896785307,0.7126389002308416,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
1.5119384426916453,-1.8817459550036366,-0.3609404921344678,1.0299622301257145,0.9340108824795104,-1.6799938110839072,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
0.5002535812798717,1.736799689980293,-0.01652031702605398,1.7993974170055111,0.024020641391268242,1.5354215960051647,1.6181431104243111,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,1.730075834512,-0.5771305772984184
1.5119384426916453,-1.3719739357333836,-0.311737609976123,1.8955768153654857,-0.25787850938063284,-1.2283045038975853,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,-4.348458452036872,0.18585974311246586,-0.5755927300456973,1.7281053564140394,-0.5780093450539805,-0.5771305772984184
0.06667435496054022,0.8426094266701762,1.4103632655659462,2.1841150104454092,0.10479876061830422,1.2674703120810755,-0.40118852873444727,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,1.7281053564140394,-0.5780093450539805,-0.5771305772984184
1.2228856251454243,-1.5558261394046222,-0.7053606672428817,0.35670644160589304,0.924119684206812,-1.542190293637233,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
1.6564648514647557,0.408049672538157,-0.3609404921344678,-0.3165493469139289,0.9340108824795104,0.25691118413879566,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,1.7373395246333434,-0.5786684222049298,-0.5780093450539805,-0.5771305772984184
-0.5114312801319019,-1.355260099035998,0.6231171510324289,-0.893625737073776,-0.4194347478347048,-0.9144187141579377,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-0.9450105064512333,1.2103138340126542,1.2627546190909118,-0.893625737073776,-0.6040704489250728,1.5507330979436842,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,1.730075834512,-0.5771305772984184
-0.9450105064512333,0.6253295496041668,1.2627546190909118,1.414679823565613,-1.5091150908769657,1.0301420320340249,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,1.730075834512,-0.5771305772984184
