Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter
-1.667642550316786,-1.5056846293124662,-1.0497808423512955,0.4528858399658677,0.9340108824795104,-1.6570265581761283,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-0.6559576889050124,-1.6895368329837053,-1.0005779601929508,-0.7974463387138014,0.9340108824795104,-1.787174324653543,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
1.078359216372314,-1.071124875180447,0.9183344439824979,-0.028011151834005214,0.9340108824795104,-0.5775656715105112,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
1.3674120339185347,-1.1379802219699884,1.1151459726158772,-0.893625737073776,0.41802003925374986,-0.5852214224797708,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-1.667642550316786,-1.2215494054569151,1.4103632655659462,-0.6050875419938523,-0.7244133612429019,-0.5852214224797708,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-1.5231161415436754,-1.2549770788516859,1.3611603834076014,-1.085984533793725,-0.7310074934247007,-0.631155928295329,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-1.089536915224344,-1.3886877724307687,1.0167402082991877,0.26052704324591847,-0.43921714438010134,-0.8378612044653408,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-0.07785205381257028,-0.912343426555286,-0.4593462564511575,0.06816824652596941,-0.04521774651761974,-0.8991072122194183,0.4937425386200025,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-0.8004840976781229,-0.7869896513248958,1.3611603834076014,0.7414240350457911,-1.904763021784897,-0.21774537595530546,-0.653604983629292,0.7528165318594181,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
-0.5114312801319019,-0.8037034880222813,1.6563776763576703,0.06816824652596941,-1.9608131453301874,-0.15649936820122792,-0.653604983629292,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
0.06667435496054022,-0.5864236109562716,1.3119575012492566,-0.028011151834005214,-1.7877171755579673,-0.0493188546315922,-0.1602455490620954,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
0.3557271725067612,-0.4359990806798034,0.8691315618241531,-0.5089081436338779,-1.6673742632401383,-0.03400735269307279,0.13806480672272115,-0.1358036896785307,-0.17426811678527238,0.2299665527519502,0.18585974311246586,-0.5755927300456973,-0.5786684222049298,-0.5780093450539805,1.7327101341278046
